target;Proceso;FechaCreacion;EsRepresa;Tramite;TipoLiquidacion;Instancia;TiemposPublicos;TipoDoc;CodigoDane;TipoDeSolicitante;Origen;Proceso_Entrada;Oficina;EsFortalecimiento;TipoRadicado
CANDIDATO AUTOMATICO;2;21/02/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;29/11/2022;0;7;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;21/02/2023;0;7;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;7;1;1;0;1;;1;1;1;4;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;7;1;1;0;1;;1;1;1;39;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;7;1;1;0;1;;6;1;1;4;1;1
CANDIDATO AUTOMATICO;2;27/01/2023;0;7;1;1;0;1;;1;1;1;19;1;1
CANDIDATO AUTOMATICO;2;29/11/2022;0;7;1;1;0;1;;18;1;1;48;1;1
CANDIDATO AUTOMATICO;2;4/11/2022;0;1;1;1;0;1;;6;1;1;9;1;1
CANDIDATO AUTOMATICO;2;7/12/2022;0;1;1;1;0;1;;6;1;1;64;1;1
CANDIDATO AUTOMATICO;2;4/11/2022;0;14;1;1;0;1;;1;1;1;26;1;1
CANDIDATO AUTOMATICO;2;23/02/2023;0;1;1;1;0;1;;11;1;1;21;1;1
CANDIDATO AUTOMATICO;2;10/11/2022;0;1;1;1;0;1;;11;1;1;25;1;1
CANDIDATO AUTOMATICO;2;24/02/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;5/01/2023;0;7;1;1;0;1;;1;1;1;8;1;1
CANDIDATO AUTOMATICO;2;8/02/2023;0;14;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;8/02/2023;0;7;1;1;0;1;;1;1;1;12;1;1
CANDIDATO AUTOMATICO;2;8/02/2023;0;7;1;1;0;1;;18;1;1;12;1;1
CANDIDATO AUTOMATICO;2;16/03/2023;0;14;1;1;0;1;;1;1;1;26;1;1
CANDIDATO AUTOMATICO;2;9/02/2023;0;7;1;1;0;1;;1;1;1;15;1;1
CANDIDATO AUTOMATICO;2;10/03/2023;0;7;1;1;0;1;;1;1;1;10;1;1
CANDIDATO AUTOMATICO;2;10/03/2023;0;7;1;1;0;1;;18;1;1;6;1;1
CANDIDATO AUTOMATICO;2;14/10/2022;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;16/09/2022;0;7;1;1;0;1;;1;1;1;12;1;1
CANDIDATO AUTOMATICO;2;20/01/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;20/01/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;10/03/2023;0;7;1;1;0;1;;1;1;1;4;1;1
CANDIDATO AUTOMATICO;2;17/01/2023;0;7;1;1;0;1;;1;1;1;10;1;1
CANDIDATO AUTOMATICO;2;7/03/2023;0;7;1;1;0;1;;1;1;1;44;1;1
CANDIDATO AUTOMATICO;2;23/01/2023;0;14;1;1;0;1;;1;1;1;12;1;1
CANDIDATO AUTOMATICO;2;23/01/2023;0;7;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;30/01/2023;0;7;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;1;1;1;0;1;;11;1;1;6;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;7;1;1;0;1;;1;1;1;24;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;7;1;1;0;1;;1;1;1;77;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;7;1;1;0;1;;1;1;1;8;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;7;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;7;1;1;0;1;;1;1;1;38;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;14;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;23/12/2022;0;7;1;1;0;1;;1;1;1;27;1;1
CANDIDATO AUTOMATICO;2;10/02/2023;0;7;1;1;0;1;;1;1;1;19;1;1
CANDIDATO AUTOMATICO;2;6/02/2023;0;7;1;1;0;1;;1;1;1;13;1;1
CANDIDATO AUTOMATICO;2;6/02/2023;0;7;1;1;0;1;;1;1;1;25;1;1
CANDIDATO AUTOMATICO;2;6/02/2023;0;7;1;1;0;1;;1;1;1;83;1;1
CANDIDATO AUTOMATICO;2;10/01/2023;0;1;1;1;0;1;;11;1;1;12;1;1
CANDIDATO AUTOMATICO;2;14/03/2023;0;7;1;1;0;1;;1;1;1;16;1;1
CANDIDATO AUTOMATICO;2;20/01/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;20/01/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;13/12/2022;0;14;1;1;0;1;;1;1;1;10;1;1
CANDIDATO AUTOMATICO;2;11/01/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;7;1;1;0;1;;1;1;1;19;1;1
CANDIDATO AUTOMATICO;2;16/01/2023;0;7;1;1;0;1;;1;1;1;11;1;1
CANDIDATO AUTOMATICO;2;17/03/2023;0;7;1;1;0;1;;18;1;1;23;1;1
CANDIDATO AUTOMATICO;2;17/01/2023;0;14;1;1;0;1;;1;1;1;20;1;1
CANDIDATO AUTOMATICO;2;13/02/2023;0;1;1;1;0;1;;11;1;1;19;1;1
CANDIDATO AUTOMATICO;2;13/02/2023;0;7;1;1;0;1;;1;1;1;10;1;1
CANDIDATO AUTOMATICO;2;6/01/2023;0;14;1;1;0;1;;1;1;1;79;1;1
CANDIDATO AUTOMATICO;2;3/02/2023;0;7;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;3/02/2023;0;14;1;1;0;1;;1;1;1;9;1;1
CANDIDATO AUTOMATICO;2;3/02/2023;0;7;1;1;0;1;;1;1;1;25;1;1
CANDIDATO AUTOMATICO;2;21/11/2022;0;14;1;1;0;1;;1;1;1;27;1;1
CANDIDATO AUTOMATICO;2;15/02/2023;0;7;1;1;0;1;;1;1;1;27;1;1
CANDIDATO AUTOMATICO;2;15/02/2023;0;7;1;1;0;1;;6;1;1;12;1;1
CANDIDATO AUTOMATICO;2;13/12/2022;0;14;1;1;0;1;;6;1;1;8;1;1
CANDIDATO AUTOMATICO;2;17/01/2023;0;1;1;1;0;1;;11;1;1;9;1;1
CANDIDATO AUTOMATICO;2;13/02/2023;0;7;1;1;0;1;;1;1;1;21;1;1
CANDIDATO AUTOMATICO;2;17/02/2023;0;7;1;1;0;1;;6;1;1;6;1;1
CANDIDATO AUTOMATICO;2;29/11/2022;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;30/01/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;7;1;1;0;1;;1;1;1;26;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;7;1;1;0;1;;1;1;1;47;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;14;1;1;0;1;;1;1;1;83;1;1
CANDIDATO AUTOMATICO;2;23/02/2023;0;7;1;1;0;1;;1;1;1;23;1;1
CANDIDATO AUTOMATICO;2;9/02/2023;0;7;1;1;0;1;;18;1;1;44;1;1
CANDIDATO AUTOMATICO;2;25/11/2022;0;14;1;1;0;1;;6;1;1;6;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;7;1;1;0;1;;6;1;1;6;1;1
CANDIDATO AUTOMATICO;2;16/02/2023;0;7;1;1;0;1;;1;1;1;5;1;1
CANDIDATO AUTOMATICO;2;1/02/2023;0;7;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;1/02/2023;0;7;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;16/02/2023;0;14;1;1;0;1;;1;1;1;10;1;1
CANDIDATO AUTOMATICO;2;16/02/2023;0;14;1;1;0;1;;6;1;1;20;1;1
CANDIDATO AUTOMATICO;2;27/01/2023;0;14;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;12/01/2023;0;1;1;1;0;1;;11;1;1;18;1;1
CANDIDATO AUTOMATICO;2;12/01/2023;0;1;1;1;0;1;;11;1;1;10;1;1
CANDIDATO AUTOMATICO;2;13/01/2023;0;1;1;1;0;1;;11;1;1;12;1;1
CANDIDATO AUTOMATICO;2;6/02/2023;0;7;1;1;0;1;;1;1;1;;1;1
CANDIDATO AUTOMATICO;2;21/02/2023;0;7;1;1;0;1;;1;1;1;34;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;7;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;7;1;1;0;1;;1;1;1;54;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;7;1;1;0;1;;1;1;1;54;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;14;1;1;0;1;;1;1;1;10;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;7;1;1;0;1;;1;1;1;50;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;7;1;1;0;1;;1;1;1;42;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;14;1;1;0;1;;1;1;1;12;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;7;1;1;0;1;;1;1;1;12;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;14;1;1;0;1;;1;1;1;12;1;1
CANDIDATO AUTOMATICO;2;13/02/2023;0;7;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;21/02/2023;0;7;1;1;0;1;;1;1;1;12;1;1
CANDIDATO AUTOMATICO;2;27/01/2023;0;7;1;1;0;1;;1;1;1;21;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;7;1;1;0;1;;1;1;1;7;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;7;1;1;0;1;;1;1;1;11;1;1
CANDIDATO AUTOMATICO;2;1/03/2023;0;7;1;1;0;1;;1;1;1;80;1;1
CANDIDATO AUTOMATICO;2;10/01/2023;0;1;1;1;0;1;;18;1;1;15;1;1
CANDIDATO AUTOMATICO;2;10/01/2023;0;1;1;1;0;1;;18;1;1;15;1;1
CANDIDATO AUTOMATICO;2;28/11/2022;0;1;1;1;0;1;;11;1;1;23;1;1
CANDIDATO AUTOMATICO;2;2/02/2023;0;1;1;1;0;1;;11;1;1;20;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;7;1;1;0;1;;1;1;1;30;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;7;1;1;0;1;;1;1;1;30;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;7;1;1;0;1;;1;1;1;18;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;1;1;1;0;1;;11;1;1;13;1;1
CANDIDATO AUTOMATICO;2;10/02/2023;0;14;1;1;0;1;;1;1;1;8;1;1
CANDIDATO AUTOMATICO;2;25/11/2022;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;1;1;1;0;1;;11;1;1;14;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;7;1;1;0;1;;1;1;1;28;1;1
CANDIDATO AUTOMATICO;2;11/01/2023;0;7;1;1;0;1;;1;1;1;26;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;14;1;1;0;1;;1;1;1;5;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;7;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;4/11/2022;0;1;1;1;0;1;;18;1;1;22;1;1
CANDIDATO AUTOMATICO;2;24/02/2023;0;7;1;1;0;1;;18;1;1;20;1;1
CANDIDATO AUTOMATICO;2;24/02/2023;0;7;1;1;0;1;;1;1;1;9;1;1
CANDIDATO AUTOMATICO;2;16/11/2022;0;1;1;1;0;1;;11;1;1;12;1;1
CANDIDATO AUTOMATICO;2;16/11/2022;0;1;1;1;0;1;;11;1;1;12;1;1
CANDIDATO AUTOMATICO;2;16/11/2022;0;1;1;1;0;1;;11;1;1;12;1;1
CANDIDATO AUTOMATICO;2;8/02/2023;0;14;1;1;0;1;;1;1;1;7;1;1
CANDIDATO AUTOMATICO;2;18/01/2023;0;1;1;1;0;1;;11;1;1;14;1;1
CANDIDATO AUTOMATICO;2;19/01/2023;0;14;1;1;0;1;;1;1;1;53;1;1
CANDIDATO AUTOMATICO;2;9/02/2023;0;7;1;1;0;1;;1;1;1;11;1;1
CANDIDATO AUTOMATICO;2;15/03/2023;0;1;1;1;0;1;;11;1;1;7;1;1
CANDIDATO AUTOMATICO;2;8/03/2023;0;7;1;1;0;1;;6;1;1;56;1;1
CANDIDATO AUTOMATICO;2;8/03/2023;0;14;1;1;0;1;;1;1;1;13;1;1
CANDIDATO AUTOMATICO;2;7/02/2023;0;7;1;1;0;1;;1;1;1;20;1;1
CANDIDATO AUTOMATICO;2;7/02/2023;0;14;1;1;0;1;;1;1;1;26;1;1
CANDIDATO AUTOMATICO;2;13/12/2022;0;14;1;1;0;1;;1;1;1;15;1;1
CANDIDATO AUTOMATICO;2;11/01/2023;0;14;1;1;0;1;;1;1;1;44;1;1
CANDIDATO AUTOMATICO;2;16/09/2022;0;14;1;1;0;1;;6;1;1;45;1;1
CANDIDATO AUTOMATICO;2;21/03/2023;0;7;1;1;0;1;;1;1;1;38;1;1
CANDIDATO AUTOMATICO;2;21/03/2023;0;7;1;1;0;1;;1;1;1;36;1;1
CANDIDATO AUTOMATICO;2;7/03/2023;0;7;1;1;0;1;;1;1;1;32;1;1
CANDIDATO AUTOMATICO;2;10/01/2023;0;7;1;1;0;1;;1;1;1;25;1;1
CANDIDATO AUTOMATICO;2;30/01/2023;0;7;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;30/01/2023;0;14;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;30/01/2023;0;14;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;7/03/2023;0;1;1;1;0;1;;11;1;1;32;1;1
CANDIDATO AUTOMATICO;2;2/02/2023;0;7;1;1;0;1;;1;1;1;43;1;1
CANDIDATO AUTOMATICO;2;7/03/2023;0;7;1;1;0;1;;1;1;1;32;1;1
CANDIDATO AUTOMATICO;2;27/01/2023;0;7;1;1;0;1;;1;1;1;18;1;1
CANDIDATO AUTOMATICO;2;27/01/2023;0;7;1;1;0;1;;1;1;1;18;1;1
CANDIDATO AUTOMATICO;2;2/02/2023;0;7;1;1;0;1;;18;1;1;12;1;1
CANDIDATO AUTOMATICO;2;23/03/2023;0;7;1;1;0;1;;1;1;1;43;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;7;1;1;0;1;;6;1;1;12;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;7;1;1;0;1;;6;1;1;12;1;1
CANDIDATO AUTOMATICO;2;16/02/2023;0;7;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;1/12/2022;0;7;1;1;0;1;;1;1;1;26;1;1
CANDIDATO AUTOMATICO;2;21/02/2023;0;7;1;1;0;1;;1;1;1;35;1;1
CANDIDATO AUTOMATICO;2;21/02/2023;0;7;1;1;0;1;;1;1;1;83;1;1
CANDIDATO AUTOMATICO;2;21/02/2023;0;14;1;1;0;1;;1;1;1;83;1;1
CANDIDATO AUTOMATICO;2;21/02/2023;0;7;1;1;0;1;;1;1;1;56;1;1
CANDIDATO AUTOMATICO;2;8/02/2023;0;7;1;1;0;1;;1;1;1;36;1;1
CANDIDATO AUTOMATICO;2;23/12/2022;0;14;1;1;0;1;;1;1;1;32;1;1
CANDIDATO AUTOMATICO;2;8/02/2023;0;14;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;7/02/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;7/02/2023;0;14;1;1;0;1;;1;1;1;50;1;1
CANDIDATO AUTOMATICO;2;31/10/2022;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;30/01/2023;0;7;1;1;0;1;;1;1;1;49;1;1
CANDIDATO AUTOMATICO;2;30/01/2023;0;7;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;11/01/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;16/02/2023;0;7;1;1;0;1;;1;1;1;8;1;1
CANDIDATO AUTOMATICO;2;10/11/2022;0;7;1;1;0;1;;6;1;1;6;1;1
CANDIDATO AUTOMATICO;2;21/03/2023;0;14;1;1;0;1;;1;1;1;23;1;1
CANDIDATO AUTOMATICO;2;21/12/2022;0;1;1;1;0;1;;18;1;1;44;1;1
CANDIDATO AUTOMATICO;2;25/01/2023;0;14;1;1;0;1;;1;1;1;26;1;1
CANDIDATO AUTOMATICO;2;25/01/2023;0;7;1;1;0;1;;1;1;1;21;1;1
CANDIDATO AUTOMATICO;2;25/01/2023;0;14;1;1;0;1;;1;1;1;20;1;1
CANDIDATO AUTOMATICO;2;11/01/2023;0;7;1;1;0;1;;1;1;1;10;1;1
CANDIDATO AUTOMATICO;2;30/01/2023;0;7;1;1;0;1;;1;1;1;62;1;1
CANDIDATO AUTOMATICO;2;30/01/2023;0;7;1;1;0;1;;1;1;1;62;1;1
CANDIDATO AUTOMATICO;2;22/11/2022;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;17/03/2023;0;7;1;1;0;1;;1;1;1;20;1;1
CANDIDATO AUTOMATICO;2;22/02/2023;0;7;1;1;0;1;;1;1;1;32;1;1
CANDIDATO AUTOMATICO;2;22/02/2023;0;7;1;1;0;1;;1;1;1;44;1;1
CANDIDATO AUTOMATICO;2;22/02/2023;0;7;1;1;0;1;;1;1;1;51;1;1
CANDIDATO AUTOMATICO;2;22/02/2023;0;7;1;1;0;1;;18;1;1;47;1;1
CANDIDATO AUTOMATICO;2;30/01/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;30/01/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;30/01/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;2/02/2023;0;7;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;11/01/2023;0;14;1;1;0;1;;6;1;1;9;1;1
CANDIDATO AUTOMATICO;2;1/02/2023;0;7;1;1;0;1;;1;1;1;7;1;1
CANDIDATO AUTOMATICO;2;25/01/2023;0;7;1;1;0;1;;1;1;1;20;1;1
CANDIDATO AUTOMATICO;2;12/01/2023;0;7;1;1;0;1;;18;1;1;14;1;1
CANDIDATO AUTOMATICO;2;27/01/2023;0;14;1;1;0;1;;1;1;1;5;1;1
CANDIDATO AUTOMATICO;2;27/01/2023;0;7;1;1;0;1;;1;1;1;58;1;1
CANDIDATO AUTOMATICO;2;4/01/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;4/01/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;10/02/2023;0;7;1;1;0;1;;1;1;1;4;1;1
CANDIDATO AUTOMATICO;2;10/02/2023;0;7;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;10/02/2023;0;7;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;5/01/2023;0;1;1;1;0;1;;11;1;1;25;1;1
CANDIDATO AUTOMATICO;2;5/01/2023;0;7;1;1;0;1;;1;1;1;44;1;1
CANDIDATO AUTOMATICO;2;15/02/2023;0;7;1;1;0;1;;1;1;1;21;1;1
CANDIDATO AUTOMATICO;2;15/02/2023;0;7;1;1;0;1;;1;1;1;36;1;1
CANDIDATO AUTOMATICO;2;15/02/2023;0;7;1;1;0;1;;18;1;1;21;1;1
CANDIDATO AUTOMATICO;2;3/02/2023;0;7;1;1;0;1;;1;1;1;18;1;1
CANDIDATO AUTOMATICO;2;3/02/2023;0;7;1;1;0;1;;1;1;1;25;1;1
CANDIDATO AUTOMATICO;2;1/02/2023;0;14;1;1;0;1;;1;1;1;;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;14;1;1;0;1;;1;1;1;40;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;14;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;8/02/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;8/02/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;16/11/2022;0;7;1;1;0;1;;18;1;1;8;1;1
CANDIDATO AUTOMATICO;2;17/11/2022;0;1;1;1;0;1;;11;1;1;23;1;1
CANDIDATO AUTOMATICO;2;2/02/2023;0;14;1;1;0;1;;1;1;1;49;1;1
CANDIDATO AUTOMATICO;2;23/02/2023;0;14;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;5/01/2023;0;7;1;1;0;1;;1;1;1;20;1;1
CANDIDATO AUTOMATICO;2;21/02/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;21/02/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;20/02/2023;0;7;1;1;0;1;;1;1;1;69;1;1
CANDIDATO AUTOMATICO;2;28/02/2023;0;7;1;1;0;1;;1;1;1;26;1;1
CANDIDATO AUTOMATICO;2;15/12/2022;0;7;1;1;0;1;;1;1;1;16;1;1
CANDIDATO AUTOMATICO;2;21/11/2022;0;14;1;1;0;1;;1;1;1;26;1;1
CANDIDATO AUTOMATICO;2;19/12/2022;0;1;1;1;0;1;;6;1;1;12;1;1
CANDIDATO AUTOMATICO;2;19/12/2022;0;1;1;1;0;1;;11;1;1;18;1;1
CANDIDATO AUTOMATICO;2;19/12/2022;0;1;1;1;0;1;;11;1;1;12;1;1
CANDIDATO AUTOMATICO;2;19/12/2022;0;1;1;1;0;1;;6;1;1;12;1;1
CANDIDATO AUTOMATICO;2;21/02/2023;0;7;1;1;0;1;;1;1;1;84;1;1
CANDIDATO AUTOMATICO;2;9/02/2023;0;7;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;10/02/2023;0;7;1;1;0;1;;1;1;1;25;1;1
CANDIDATO AUTOMATICO;2;10/02/2023;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;27/02/2023;0;7;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;2/02/2023;0;7;1;1;0;1;;1;1;1;32;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;14;1;1;0;1;;1;1;1;24;1;1
CANDIDATO AUTOMATICO;2;10/01/2023;0;1;1;1;0;1;;18;1;1;15;1;1
CANDIDATO AUTOMATICO;2;10/01/2023;0;1;1;1;0;1;;18;1;1;15;1;1
CANDIDATO AUTOMATICO;2;10/01/2023;0;1;1;1;0;1;;18;1;1;15;1;1
CANDIDATO AUTOMATICO;2;14/02/2023;0;14;1;1;0;1;;6;1;1;11;1;1
CANDIDATO AUTOMATICO;2;14/02/2023;0;1;1;1;0;1;;11;1;1;20;1;1
CANDIDATO AUTOMATICO;2;2/02/2023;0;7;1;1;0;1;;1;1;1;13;1;1
CANDIDATO AUTOMATICO;2;16/02/2023;0;14;1;1;0;1;;1;1;1;6;1;1
CANDIDATO AUTOMATICO;2;8/11/2022;0;14;1;1;0;1;;1;1;1;25;1;1
CANDIDATO AUTOMATICO;2;12/10/2022;0;14;1;1;0;1;;1;1;1;70;1;1
CANDIDATO AUTOMATICO;2;12/01/2023;0;14;1;1;0;1;;1;1;1;12;1;1
CANDIDATO AUTOMATICO;2;17/11/2022;0;14;1;1;0;1;;1;1;1;9;1;1
CANDIDATO AUTOMATICO;2;12/01/2023;0;14;1;1;0;1;;1;1;1;19;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;1;1;1;0;1;;11;1;1;75;1;1
CANDIDATO AUTOMATICO;2;31/01/2023;0;14;1;1;0;1;;6;1;1;7;1;1
CANDIDATO AUTOMATICO;2;25/01/2023;0;1;1;1;0;1;;18;1;1;64;1;1
CANDIDATO AUTOMATICO;2;1/02/2023;0;14;1;1;0;1;;1;1;1;81;1;1
CANDIDATO AUTOMATICO;2;2/02/2023;0;1;1;1;0;1;;11;1;1;25;1;1
CANDIDATO AUTOMATICO;2;16/01/2023;0;1;1;1;0;1;;11;1;1;19;1;1
CANDIDATO AUTOMATICO;2;16/01/2023;0;7;1;1;0;1;;1;1;1;32;1;1
CANDIDATO AUTOMATICO;2;12/01/2023;0;7;1;1;0;1;;6;1;1;13;1;1
CANDIDATO AUTOMATICO;2;3/03/2023;0;1;1;1;0;1;;11;1;1;8;1;1
CANDIDATO AUTOMATICO;2;20/02/2023;0;7;1;1;0;1;;1;1;1;14;1;1
CANDIDATO AUTOMATICO;2;15/03/2023;0;7;1;1;0;1;;1;1;1;39;1;1
CANDIDATO AUTOMATICO;2;16/03/2023;0;7;1;1;0;1;;1;1;1;5;1;1
CANDIDATO AUTOMATICO;2;5/01/2023;0;7;1;1;0;1;;1;1;1;16;1;1
CANDIDATO AUTOMATICO;2;8/03/2023;0;7;1;1;0;1;;1;1;1;13;1;1
CANDIDATO AUTOMATICO;2;5/01/2023;0;14;1;1;0;1;;1;1;1;79;1;1
CANDIDATO AUTOMATICO;2;8/03/2023;0;14;1;1;0;1;;1;1;1;13;1;1
CANDIDATO AUTOMATICO;2;8/03/2023;0;7;1;1;0;1;;6;1;1;13;1;1
CANDIDATO AUTOMATICO;2;8/03/2023;0;7;1;1;0;1;;1;1;1;13;1;1
CANDIDATO AUTOMATICO;2;27/01/2023;0;14;1;1;0;1;;1;1;1;5;1;1
CANDIDATO AUTOMATICO;2;27/01/2023;0;14;1;1;0;1;;1;1;1;5;1;1
CANDIDATO AUTOMATICO;2;7/03/2023;0;7;1;1;0;1;;1;1;1;38;1;1
CANDIDATO AUTOMATICO;2;7/03/2023;0;7;1;1;0;1;;1;1;1;9;1;1
CANDIDATO AUTOMATICO;2;7/03/2023;0;14;1;1;0;1;;1;1;1;20;1;1
CANDIDATO AUTOMATICO;2;13/01/2023;0;14;1;1;0;1;;1;1;1;20;1;1
CANDIDATO AUTOMATICO;2;7/03/2023;0;7;1;1;0;1;;1;1;1;38;1;1
CANDIDATO AUTOMATICO;2;7/03/2023;0;7;1;1;0;1;;1;1;1;17;1;1
CANDIDATO AUTOMATICO;2;23/03/2023;0;7;1;1;0;1;;1;1;1;42;1;1
CANDIDATO AUTOMATICO;2;23/03/2023;0;7;1;1;0;1;;1;1;1;42;1;1
CANDIDATO AUTOMATICO;2;14/02/2023;0;7;1;1;0;1;;1;1;1;32;1;1
CANDIDATO AUTOMATICO;2;14/02/2023;0;7;1;1;0;1;;1;1;1;5;1;1
CANDIDATO AUTOMATICO;2;14/02/2023;0;7;1;1;0;1;;18;1;1;32;1;1
CANDIDATO AUTOMATICO;2;14/02/2023;0;7;1;1;0;1;;1;1;1;83;1;1
CANDIDATO AUTOMATICO;2;16/03/2023;0;7;1;1;0;1;;1;1;1;64;1;1
CANDIDATO AUTOMATICO;2;16/03/2023;0;1;1;1;0;1;;18;1;1;17;1;1
